artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Mark Poole,0,,,Swamp,,0.15,common,({T}: Add {B}.),,Basic Land — Swamp,,
Mark Poole,0,,,Swamp,,0.17,common,({T}: Add {B}.),,Basic Land — Swamp,,
Mark Tedin,4,,{3}{U},The Antiquities War,,0.5,rare,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
III — Artifacts you control become artifact creatures with base power and toughness 5/5 until end of turn.",,Enchantment — Saga,,
Mark Winters,2,,{G}{W},"Emmara, Soul of the Accord",2,0.55,rare,"Whenever Emmara, Soul of the Accord becomes tapped, create a 1/1 white Soldier creature token with lifelink.",2,Legendary Creature — Elf Cleric,,
Mark Winters,4,,{3}{U},Murmuring Mystic,1,0.25,uncommon,"Whenever you cast an instant or sorcery spell, create a 1/1 blue Bird Illusion creature token with flying.",5,Creature — Human Wizard,,
Mark Winters,3,,{3},Sleek Schooner,4,0.25,uncommon,Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.),3,Artifact — Vehicle,,
Mark Zug,3,,{W}{W}{W},Benalish Marshal,3,0.69,rare,Other creatures you control get +1/+1.,3,Creature — Human Knight,,
Mark Zug,2,,{1}{G},Devkarin Dissident,2,0.14,common,{4}{G}: Devkarin Dissident gets +2/+2 until end of turn.,2,Creature — Elf Warrior,,
Mark Zug,1,,{R},Torch Courier,1,0.15,common,"Haste
Sacrifice Torch Courier: Another target creature gains haste until end of turn.",1,Creature — Goblin,,
Mark Zug,2,,{1}{W},Suncleanser,1,0.47,rare,"When Suncleanser enters the battlefield, choose one —
• Remove all counters from target creature. It can't have counters put on it for as long as Suncleanser remains on the battlefield.
• Target opponent loses all counters. That player can't get counters for as long as Suncleanser remains on the battlefield.",4,Creature — Human Cleric,,
Mark Zug,2,,{1}{W},Impassioned Orator,2,0.14,common,"Whenever another creature enters the battlefield under your control, you gain 1 life.",2,Creature — Human Cleric,,
Mathias Kollros,6,,{4}{G}{G},"Grunn, the Lonely King",5,0.25,uncommon,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
If Grunn, the Lonely King was kicked, it enters the battlefield with five +1/+1 counters on it.
Whenever Grunn attacks alone, double its power and toughness until end of turn.",5,Legendary Creature — Ape Warrior,,
Mathias Kollros,3,,{2}{W},Pegasus Courser,1,0.15,common,"Flying
Whenever Pegasus Courser attacks, another target attacking creature gains flying until end of turn.",3,Creature — Pegasus,,
Mathias Kollros,4,,{3}{G},Spore Swarm,,0.25,uncommon,Create three 1/1 green Saproling creature tokens.,,Instant,,
Mathias Kollros,5,,{3}{G}{U},"Tatyova, Benthic Druid",3,0.34,uncommon,"Whenever a land enters the battlefield under your control, you gain 1 life and draw a card.",3,Legendary Creature — Merfolk Druid,,
Mathias Kollros,4,,{3}{B},Thallid Omnivore,3,0.15,common,"{1}, Sacrifice another creature: Thallid Omnivore gets +2/+2 until end of turn. If a Saproling was sacrificed this way, you gain 2 life.",3,Creature — Fungus,,
Mathias Kollros,7,,{4}{U}{R},Invent,,0.22,uncommon,"Search your library for an instant card and/or a sorcery card, reveal them, put them into your hand, then shuffle your library.",,Instant,,
Mathias Kollros,7,,{U/R},Invert,,0.22,uncommon,Switch the power and toughness of each of up to two target creatures until end of turn.,,Instant,,
Mathias Kollros,4,,{2}{B}{G},Rhizome Lurcher,2,0.15,common,Undergrowth — Rhizome Lurcher enters the battlefield with a number of +1/+1 counters on it equal to the number of creature cards in your graveyard.,2,Creature — Fungus Zombie,,
Mathias Kollros,3,,{1}{U}{U},Sinister Sabotage,,0.5,uncommon,"Counter target spell.
Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",,Instant,,
Mathias Kollros,3,,{1}{U}{U},Cancel,,0.16,common,Counter target spell.,,Instant,,
Mathias Kollros,3,,{1}{U}{U},Cancel,,0.15,common,Counter target spell.,,Instant,,
Mathias Kollros,3,,{2}{R},Guttersnipe,2,0.25,uncommon,"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",2,Creature — Goblin Shaman,,
Mathias Kollros,3,,{2}{R},Onakke Ogre,4,0.15,common,,2,Creature — Ogre Warrior,,
Mathias Kollros,3,,{2}{W},Pegasus Courser,1,0.15,common,"Flying
Whenever Pegasus Courser attacks, another target attacking creature gains flying until end of turn.",3,Creature — Pegasus,,
Mathias Kollros,4,,{4},Tezzeret's Gatebreaker,,0.65,rare,"When Tezzeret's Gatebreaker enters the battlefield, look at the top five cards of your library. You may reveal a blue or artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
{5}{U}, {T}, Sacrifice Tezzeret's Gatebreaker: Creatures you control can't be blocked this turn.",,Artifact,,
Mathias Kollros,8,,{5}{G}{G}{G},End-Raze Forerunners,7,0.51,rare,"Vigilance, trample, haste
When End-Raze Forerunners enters the battlefield, other creatures you control get +2/+2 and gain vigilance and trample until end of turn.",7,Creature — Boar,,
Mathias Kollros,2,,{U}{U},Essence Capture,,0.28,uncommon,Counter target creature spell. Put a +1/+1 counter on up to one target creature you control.,,Instant,,
Mathias Kollros,4,,{3}{U},Skitter Eel,3,0.14,common,"{2}{U}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)",3,Creature — Fish Crab,,
Mathias Kollros,5,,{4}{G},Trollbred Guardian,5,0.24,uncommon,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Each creature you control with a +1/+1 counter on it has trample.",5,Creature — Troll Frog Warrior,,
Mathias Kollros,2,,{1}{W},Baffling End,"When Baffling End enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less.
When Baffling End leaves the battlefield, target opponent creates a 3/3 green Dinosaur creature token with trample.",Enchantment,,0.25,uncommon,"When Baffling End enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less.
When Baffling End leaves the battlefield, target opponent creates a 3/3 green Dinosaur creature token with trample.",,Enchantment
Mathias Kollros,4,,{3}{G},Hunt the Weak,Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.),Sorcery,,0.15,common,Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.),,Sorcery
Matt Stewart,3,,{2}{U},Divination,,0.15,common,Draw two cards.,,Sorcery,,
Matt Stewart,4,,{2}{U}{U},"Naru Meha, Master Wizard",3,1.16,mythic,"Flash
When Naru Meha, Master Wizard enters the battlefield, copy target instant or sorcery spell you control. You may choose new targets for the copy.
Other Wizards you control get +1/+1.",3,Legendary Creature — Human Wizard,,
Matt Stewart,2,,{1}{U},Sage of Lat-Nam,1,0.24,uncommon,"{T}, Sacrifice an artifact: Draw a card.",2,Creature — Human Artificer,,
Matt Stewart,1,,{1},Sorcerer's Wand,,0.25,uncommon,"Equipped creature has ""{T}: This creature deals 1 damage to target player or planeswalker. If this creature is a Wizard, it deals 2 damage to that player or planeswalker instead.""
Equip {3}",,Artifact — Equipment,,
Matt Stewart,4,,{2}{G}{G},Beast Whisperer,2,2.85,rare,"Whenever you cast a creature spell, draw a card.",3,Creature — Elf Druid,,
Matt Stewart,2,,{U}{U},Mission Briefing,,1.67,rare,"Surveil 2, then choose an instant or sorcery card in your graveyard. You may cast that card this turn. If that card would be put into your graveyard this turn, exile it instead. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,Instant,,
Matt Stewart,2,,{1}{W},Sunhome Stalwart,2,0.2,uncommon,"First strike
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)",2,Creature — Human Soldier,,
Matt Stewart,2,,{1}{G/W},Vernadi Shieldmate,2,0.14,common,Vigilance,2,Creature — Human Soldier,,
Matt Stewart,2,,{1}{B},Fathom Fleet Captain,2,0.48,rare,"Menace
Whenever Fathom Fleet Captain attacks, if you control another nontoken Pirate, you may pay {2}. If you do, create a 2/2 black Pirate creature token with menace.",1,Creature — Human Pirate,,
Matt Stewart,2,,{G}{G},Elvish Clancaller,1,2.37,rare,"Other Elves you control get +1/+1.
{4}{G}{G}, {T}: Search your library for a card named Elvish Clancaller, put it onto the battlefield, then shuffle your library.",1,Creature — Elf Druid,,
Matt Stewart,5,,{4}{W},Knightly Valor,,0.21,uncommon,"Enchant creature
When Knightly Valor enters the battlefield, create a 2/2 white Knight creature token with vigilance. (Attacking doesn't cause it to tap.)
Enchanted creature gets +2/+2 and has vigilance.",,Enchantment — Aura,,
Matt Stewart,2,,{1}{W},Revitalize,,0.22,common,"You gain 3 life.
Draw a card.",,Instant,,
Matt Stewart,3,,{2}{U},Gateway Sneak,1,0.21,uncommon,"Whenever a Gate enters the battlefield under your control, Gateway Sneak can't be blocked this turn.
Whenever Gateway Sneak deals combat damage to a player, draw a card.",3,Creature — Vedalken Rogue,,
Matt Stewart,2,,{1}{B},Orzhov Enforcer,1,0.26,uncommon,"Deathtouch
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)",2,Creature — Human Rogue,,
Matt Stewart,3,,{2}{W},Unbreakable Formation,,0.98,rare,"Creatures you control gain indestructible until end of turn.
Addendum — If you cast this spell during your main phase, put a +1/+1 counter on each of those creatures and they gain vigilance until end of turn.",,Instant,,
Matt Stewart,7,,{3}{W}{U},Warden,,0.47,rare,Create a 4/4 white and blue Sphinx creature token with flying and vigilance.,,Sorcery,,
Matt Stewart,7,,{W/U}{W/U},Warrant,,0.47,rare,Put target attacking or blocking creature on top of its owner's library.,,Instant,,
Matt Stewart,3,,{1}{B}{G},Jungle Creeper,{3}{B}{G}: Return Jungle Creeper from your graveyard to your hand.,Creature — Elemental,3,0.25,uncommon,{3}{B}{G}: Return Jungle Creeper from your graveyard to your hand.,3,Creature — Elemental
Matt Stewart,2,,{R}{W},Relentless Raptor,"Vigilance
Relentless Raptor attacks or blocks each combat if able.",Creature — Dinosaur,3,0.25,uncommon,"Vigilance
Relentless Raptor attacks or blocks each combat if able.",3,Creature — Dinosaur
Micah Epstein,4,,{2}{U}{U},Devious Cover-Up,,0.15,common,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may shuffle up to four target cards from your graveyard into your library.",,Instant,,
Micah Epstein,2,,{1}{W},Justiciar's Portal,,0.15,common,"Exile target creature you control, then return that card to the battlefield under its owner's control. It gains first strike until end of turn.",,Instant,,
Michael Komarck,3,,{B}{B}{B},Phylactery Lich,5,0.35,rare,"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich.",5,Creature — Zombie,,
Mike Bierek,4,,{2}{U}{B},Artful Takedown,,0.14,common,"Choose one or both —
• Tap target creature.
• Target creature gets -2/-4 until end of turn.",,Instant,,
Mike Bierek,3,,{2}{G},Hitchclaw Recluse,1,0.15,common,Reach (This creature can block creatures with flying.),4,Creature — Spider,,
Mike Bierek,1,,{U},Maximize Altitude,,0.15,common,"Target creature gets +1/+1 and gains flying until end of turn.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,Sorcery,,
Mike Bierek,2,,{1}{B},Infernal Scarring,,0.15,common,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",,Enchantment — Aura,,
Mike Bierek,7,,{5}{U}{U},Nexus of Fate,,,mythic,"Take an extra turn after this one.
If Nexus of Fate would be put into a graveyard from anywhere, reveal Nexus of Fate and shuffle it into its owner's library instead.",,Instant,,
Mike Bierek,0,,,Swamp,,0.2,common,({T}: Add {B}.),,Basic Land — Swamp,,
Mike Bierek,4,,{1}{G}{U},Incongruity,,0.33,uncommon,Exile target creature. That creature's controller creates a 3/3 green Frog Lizard creature token.,,Instant,,
Mike Bierek,4,,{G/U},Incubation,,0.33,uncommon,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,,Sorcery,,
Mike Burns,3,,{2}{B},Deathbloom Thallid,3,0.15,common,"When Deathbloom Thallid dies, create a 1/1 green Saproling creature token.",2,Creature — Fungus,,
Milivoj Ćeran,4,,{3}{G},Circuitous Route,,0.95,uncommon,"Search your library for up to two basic land cards and/or Gate cards, put them onto the battlefield tapped, then shuffle your library.",,Sorcery,,
Milivoj Ćeran,4,,{3}{R},Erratic Cyclops,0,0.3,rare,"Trample
Whenever you cast an instant or sorcery spell, Erratic Cyclops gets +X/+0 until end of turn, where X is that spell's converted mana cost.",8,Creature — Cyclops Shaman,,
Milivoj Ćeran,3,,{2}{G},Generous Stray,1,0.15,common,"When Generous Stray enters the battlefield, draw a card.",2,Creature — Cat,,
Milivoj Ćeran,3,,{3},Golgari Locket,,0.15,common,"{T}: Add {B} or {G}.
{B/G}{B/G}{B/G}{B/G}, {T}, Sacrifice Golgari Locket: Draw two cards.",,Artifact,,
Milivoj Ćeran,1,,{W},Healer's Hawk,1,0.18,common,"Flying, lifelink",1,Creature — Bird,,
Milivoj Ćeran,5,,{5},Vanquisher's Banner,,4.64,rare,"As Vanquisher's Banner enters the battlefield, choose a creature type.
Creatures you control of the chosen type get +1/+1.
Whenever you cast a creature spell of the chosen type, draw a card.",,Artifact,,
